#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
21.0,725,8980.939955
34.0,1297,8982.569355
20.0,578,8983.296838
29.0,871,8984.397884
28.0,914,8985.548703
14.0,607,8986.311247
28.0,814,8987.332194
21.0,797,8988.33911
39.0,1106,8989.725034
13.0,635,8990.521729
20.0,701,8991.414543
30.0,809,8992.419018
44.0,1052,8993.716069
25.0,832,8994.744222
49.0,1387,8996.462734
44.0,1115,8997.840285
33.0,928,8998.9882
23.0,720,8999.877752
24.0,704,9000.761977
34.0,1164,9002.23006
44.0,1050,9003.541125
20.0,663,9004.370111
33.0,949,9005.560094
23.0,731,9006.486044
14.0,652,9007.305975
42.0,1279,9008.905447
22.0,720,9009.807789
35.0,953,9011.008181
28.0,797,9012.030778
44.0,2022,9014.548158
22.0,860,9015.619877
32.0,1090,9016.989444
40.0,1133,9018.403441
38.0,1205,9019.91408
18.0,590,9020.653691
22.0,843,9021.726533
25.0,896,9022.855058
41.0,1015,9024.12519
35.0,882,9025.224689
42.0,1334,9026.899974
29.0,951,9028.093305
25.0,879,9029.193985
21.0,790,9030.181179
36.0,1242,9031.763247
40.0,1183,9033.250131
19.0,776,9034.224415
25.0,836,9035.260494
50.0,1095,9036.622684
20.0,1264,9038.195784
34.0,961,9039.39849
28.0,878,9040.49427
33.0,934,9041.67548
16.0,1010,9042.931838
25.0,984,9044.161995
9.0,547,9044.84732
21.0,849,9045.912766
43.0,1000,9047.172007
17.0,743,9048.102998
12.0,1063,9049.437178
33.0,891,9050.556938
12.0,518,9051.208703
19.0,707,9052.113451
36.0,914,9053.26923
22.0,673,9054.125591
38.0,1679,9056.221562
25.0,748,9057.166591
53.0,1785,9059.370381
13.0,445,9059.9274
50.0,1227,9061.441143
35.0,1109,9062.835561
42.0,1194,9064.312552
16.0,670,9065.143743
12.0,571,9065.848791
46.0,1314,9067.487899
41.0,1107,9068.876641
25.0,628,9069.667856
28.0,966,9070.879863
32.0,2169,9073.628609
43.0,1170,9075.088034
40.0,1068,9076.426558
29.0,881,9077.53349
40.0,1024,9078.815451
47.0,1086,9080.172164
25.0,791,9081.162659
39.0,828,9082.199859
10.0,537,9082.895219
61.0,1604,9084.894905
33.0,976,9086.115796
34.0,895,9087.231108
29.0,869,9088.333563
43.0,1171,9089.811325
33.0,1127,9091.234541
45.0,1264,9092.840929
15.0,677,9093.696711
36.0,1093,9095.071393
24.0,891,9096.188971
28.0,880,9097.288714
46.0,1079,9098.642691
22.0,617,9099.416153
51.0,1269,9101.013209
28.0,797,9102.013809
20.0,762,9102.980513
20.0,788,9103.956952
38.0,1513,9105.834033
36.0,764,9106.793842
30.0,968,9108.020742
42.0,1056,9109.346035
20.0,747,9110.284126
20.0,1248,9111.848103
32.0,1096,9113.242369
12.0,553,9113.943467
45.0,1159,9115.401722
28.0,896,9116.530184
17.0,560,9117.236983
20.0,1258,9118.8281
29.0,799,9119.837515
27.0,751,9120.776254
11.0,457,9121.352992
18.0,751,9122.295489
25.0,840,9123.362216
41.0,1124,9124.774503
36.0,1310,9126.414178
42.0,1364,9128.123121
34.0,1084,9129.490735
34.0,1350,9131.171478
21.0,688,9132.030645
16.0,645,9132.838333
25.0,752,9133.784809
16.0,710,9134.670154
23.0,1003,9135.916182
25.0,747,9136.852763
43.0,1209,9138.36821
25.0,760,9139.321804
22.0,746,9140.253156
37.0,1162,9141.702567
16.0,833,9142.748442
33.0,1080,9144.119525
51.0,1342,9145.799701
14.0,631,9146.592011
30.0,810,9147.611935
23.0,828,9148.659979
13.0,578,9149.387872
14.0,595,9150.140869
33.0,1114,9151.549526
38.0,1251,9153.117109
41.0,981,9154.371439
23.0,896,9155.500255
32.0,919,9156.666913
18.0,515,9157.317996
19.0,796,9158.321169
37.0,999,9159.584377
30.0,2043,9162.144605
46.0,1350,9163.861753
33.0,1129,9165.274677
39.0,1195,9166.768988
35.0,1302,9168.397059
16.0,824,9169.42957
38.0,1048,9170.740244
21.0,809,9171.749293
29.0,1122,9173.150388
37.0,1077,9174.517528
50.0,1292,9176.143178
36.0,954,9177.341538
27.0,927,9178.505897
18.0,650,9179.325274
11.0,533,9179.996659
11.0,526,9180.650612
25.0,824,9181.687032
30.0,805,9182.705953
25.0,1078,9184.062461
33.0,1725,9186.21779
25.0,743,9187.147026
25.0,1660,9189.218459
32.0,1544,9191.152478
51.0,1284,9192.751785
39.0,1033,9194.045731
28.0,977,9195.281204
23.0,1020,9196.567013
27.0,664,9197.407483
23.0,626,9198.200319
47.0,1395,9199.962383
17.0,703,9200.844428
29.0,881,9201.954369
33.0,1044,9203.274372
22.0,799,9204.264882
39.0,965,9205.485347
31.0,865,9206.566197
20.0,1221,9208.087088
61.0,1186,9209.571342
61.0,1391,9211.301482
40.0,1145,9212.735822
42.0,1203,9214.241499
37.0,1446,9216.064888
64.0,1310,9217.699056
37.0,1070,9219.035249
34.0,895,9220.169186
31.0,801,9221.17635
29.0,966,9222.388884
50.0,1188,9223.874677
48.0,1367,9225.611697
41.0,1065,9226.953567
41.0,1776,9229.183833
45.0,1230,9230.739562
17.0,714,9231.640894
22.0,1490,9233.50287
35.0,1177,9234.97926
22.0,790,9236.002976
13.0,594,9236.74649
40.0,1132,9238.171001
35.0,1076,9239.519039
52.0,1522,9241.4363
16.0,1839,9243.708887
32.0,1106,9245.093488
34.0,979,9246.346027
26.0,698,9247.224711
28.0,1204,9248.728465
44.0,1415,9250.500808
20.0,808,9251.516358
13.0,565,9252.223558
21.0,736,9253.149139
43.0,1047,9254.466026
37.0,1061,9255.817023
22.0,777,9256.779951
39.0,1096,9258.137765
36.0,1207,9259.633169
41.0,1131,9261.04823
43.0,1152,9262.498171
30.0,972,9263.725111
27.0,942,9264.912317
21.0,789,9265.913348
20.0,678,9266.756199
20.0,667,9267.590879
27.0,1067,9268.911968
8.0,400,9269.415325
21.0,616,9270.186407
29.0,1040,9271.497347
41.0,1039,9272.80272
33.0,949,9273.990821
45.0,1178,9275.461268
46.0,1238,9277.042963
14.0,633,9277.834465
16.0,670,9278.675972
13.0,599,9279.425369
40.0,1078,9280.776157
33.0,1062,9282.110559
31.0,1224,9283.636325
32.0,1083,9284.994526
35.0,901,9286.132969
34.0,960,9287.333816
26.0,814,9288.351426
21.0,665,9289.184511
38.0,1088,9290.54448
49.0,1356,9292.237301
24.0,634,9293.030184
32.0,831,9294.072021
26.0,893,9295.187511
43.0,1100,9296.585766
8.0,397,9297.080577
28.0,853,9298.15006
21.0,651,9298.971847
29.0,935,9300.141846
47.0,859,9301.220786
28.0,960,9302.430616
34.0,1149,9303.876195
29.0,821,9304.910804
32.0,873,9306.002903
12.0,584,9306.755896
16.0,657,9307.584474
25.0,670,9308.42615
54.0,1320,9310.087388
30.0,1288,9311.707011
35.0,1046,9313.01569
27.0,1015,9314.285862
51.0,1202,9315.799124
28.0,913,9316.972269
52.0,1221,9318.498903
40.0,1087,9319.861988
18.0,752,9320.800928
29.0,1105,9322.18787
53.0,1169,9323.64449
25.0,758,9324.586917
58.0,2220,9327.382502
30.0,1060,9328.707485
27.0,1090,9330.070834
6.0,362,9330.526392
29.0,686,9331.384765
38.0,967,9332.596838
27.0,894,9333.721393
18.0,707,9334.618378
40.0,1056,9335.939378
26.0,944,9337.133631
33.0,1062,9338.462453
22.0,802,9339.470417
12.0,563,9340.182487
48.0,1340,9341.866544
14.0,629,9342.660774
14.0,613,9343.431905
22.0,771,9344.396337
19.0,705,9345.278184
19.0,753,9346.228547
18.0,818,9347.251682
16.0,678,9348.132863
26.0,960,9349.337271
46.0,1147,9350.773813
20.0,732,9351.688062
28.0,893,9352.835321
31.0,870,9353.930111
35.0,1302,9355.567819
56.0,1204,9357.07165
31.0,813,9358.113661
32.0,925,9359.272213
22.0,524,9359.934104
15.0,664,9360.76926
33.0,1057,9362.08772
27.0,750,9363.035427
35.0,937,9364.220133
30.0,1007,9365.491044
21.0,802,9366.499511
42.0,1264,9368.091132
32.0,909,9369.228312
9.0,501,9369.858975
53.0,1425,9371.64385
42.0,1004,9372.904248
46.0,1167,9374.374822
23.0,1570,9376.329038
27.0,839,9377.385669
37.0,860,9378.471479
34.0,1186,9379.958819
33.0,1077,9381.292594
43.0,1212,9382.802251
32.0,869,9383.891888
45.0,1223,9385.429564
39.0,901,9386.563483
28.0,862,9387.651425
32.0,875,9388.784921
30.0,950,9389.985823
38.0,1057,9391.31388
13.0,527,9391.980298
36.0,885,9393.08711
27.0,858,9394.172593
18.0,679,9395.024033
26.0,857,9396.09883
29.0,950,9397.290949
44.0,1135,9398.733214
43.0,1049,9400.045841
16.0,547,9400.73858
15.0,670,9401.576673
24.0,928,9402.743188
21.0,759,9403.704852
25.0,752,9404.654429
34.0,917,9405.804235
21.0,747,9406.74034
47.0,1047,9408.052489
42.0,1290,9409.681691
48.0,1048,9410.995761
36.0,874,9412.092118
18.0,658,9412.918342
26.0,2047,9415.463758
28.0,986,9416.696218
32.0,867,9417.77841
27.0,942,9418.983711
28.0,1128,9420.392495
35.0,992,9421.6299
24.0,1082,9422.978556
38.0,934,9424.165585
27.0,804,9425.18394
76.0,1484,9427.05133
36.0,890,9428.172367
31.0,1210,9429.701169
13.0,533,9430.370729
19.0,802,9431.384067
56.0,1297,9433.016543
29.0,1185,9434.520939
27.0,972,9435.745405
29.0,1034,9437.043035
24.0,767,9438.005018
24.0,942,9439.192262
36.0,1142,9440.628131
25.0,812,9441.641333
19.0,566,9442.355867
19.0,830,9443.394757
51.0,1103,9444.77629
42.0,1222,9446.310303
44.0,897,9447.435394
39.0,936,9448.606449
13.0,609,9449.368138
27.0,2201,9452.119314
36.0,1089,9453.480029
18.0,684,9454.337063
42.0,1090,9455.702397
33.0,854,9456.776474
28.0,936,9457.947349
23.0,780,9458.912164
30.0,825,9459.952925
30.0,1398,9461.690442
40.0,1043,9463.009872
29.0,760,9463.963337
14.0,631,9464.763524
27.0,852,9465.831904
28.0,1558,9467.77702
31.0,747,9468.712637
26.0,1020,9470.027493
31.0,951,9471.222191
41.0,971,9472.445921
24.0,728,9473.363035
22.0,633,9474.161744
23.0,713,9475.066192
22.0,865,9476.160785
18.0,738,9477.094361
30.0,796,9478.10048
18.0,1442,9479.901061
27.0,777,9480.896224
24.0,717,9481.800323
12.0,540,9482.483905
22.0,812,9483.508698
34.0,1079,9484.871208
32.0,1059,9486.194628
14.0,618,9486.971607
30.0,901,9488.100528
37.0,1010,9489.364802
28.0,772,9490.348375
25.0,867,9491.429238
17.0,780,9492.411583
38.0,1027,9493.70581
35.0,1029,9495.005261
36.0,1187,9496.505609
18.0,660,9497.340184
23.0,919,9498.502317
14.0,579,9499.233226
13.0,638,9500.039794
23.0,746,9501.013319
38.0,1016,9502.294523
31.0,1127,9503.709043
30.0,851,9504.771013
28.0,981,9506.007032
48.0,1282,9507.617383
14.0,617,9508.398142
34.0,957,9509.603217
35.0,1060,9510.972819
45.0,1439,9512.785615
28.0,596,9513.536015
47.0,1191,9515.035499
27.0,820,9516.068671
36.0,915,9517.216905
15.0,628,9518.004582
39.0,1705,9520.130188
25.0,881,9521.254294
8.0,443,9521.812713
40.0,1053,9523.124352
24.0,708,9524.010533
44.0,1232,9525.550914
40.0,1082,9526.907145
32.0,942,9528.088613
20.0,617,9528.86141
14.0,746,9529.796309
28.0,985,9531.044848
58.0,1263,9532.633434
31.0,984,9533.872424
29.0,1040,9535.178542
26.0,814,9536.204156
14.0,662,9537.044166
24.0,684,9537.908189
30.0,933,9539.072488
35.0,912,9540.217064
48.0,1683,9542.333156
23.0,796,9543.328333
16.0,702,9544.206973
23.0,763,9545.163479
19.0,651,9545.980214
11.0,490,9546.593452
14.0,633,9547.384284
29.0,875,9548.475892
22.0,755,9549.416628
23.0,777,9550.386992
26.0,794,9551.39707
26.0,943,9552.575195
29.0,820,9553.603318
25.0,851,9554.668566
18.0,663,9555.496472
12.0,537,9556.168149
34.0,987,9557.394999
33.0,874,9558.486322
14.0,604,9559.242153
35.0,1040,9560.546997
19.0,683,9561.4123
14.0,618,9562.186498
18.0,638,9562.985819
36.0,2104,9565.600264
24.0,2627,9568.857758
20.0,755,9569.801055
38.0,940,9570.97576
37.0,1004,9572.248217
22.0,721,9573.148774
15.0,637,9573.946468
33.0,1418,9575.715216
20.0,703,9576.61657
21.0,1363,9578.315269
20.0,665,9579.161632
28.0,1840,9581.465186
21.0,1032,9582.768806
40.0,697,9583.64008
41.0,954,9584.831311
17.0,590,9585.572604
29.0,818,9586.60527
64.0,1406,9588.368713
43.0,1062,9589.69366
27.0,1020,9590.966702
34.0,924,9592.148582
25.0,637,9592.941886
39.0,1001,9594.189758
26.0,2234,9596.97134
44.0,724,9597.88246
10.0,445,9598.443398
19.0,659,9599.266814
25.0,939,9600.434992
69.0,1924,9602.837255
18.0,796,9603.823747
37.0,982,9605.04138
21.0,580,9605.768005
36.0,1286,9607.373057
35.0,915,9608.518749
28.0,731,9609.434576
25.0,645,9610.244725
41.0,981,9611.472544
25.0,2401,9614.479269
16.0,729,9615.3924
24.0,886,9616.498988
20.0,1670,9618.591031
14.0,659,9619.420694
42.0,1185,9620.91105
14.0,620,9621.692144
20.0,739,9622.643669
27.0,1157,9624.090834
20.0,726,9625.002506
53.0,1186,9626.485854
16.0,1512,9628.371863
27.0,612,9629.1398
26.0,855,9630.20518
31.0,972,9631.417452
47.0,1107,9632.83313
27.0,968,9634.053631
40.0,964,9635.267849
32.0,980,9636.492323
29.0,892,9637.611604
27.0,730,9638.53279
24.0,855,9639.598513
25.0,827,9640.63729
36.0,946,9641.825867
16.0,588,9642.56356
35.0,975,9643.816907
22.0,1175,9645.293154
19.0,907,9646.426809
35.0,878,9647.530307
36.0,1019,9648.811711
61.0,1569,9650.786986
16.0,671,9651.632256
37.0,1307,9653.273621
18.0,1242,9654.820896
28.0,848,9655.877023
23.0,991,9657.12112
26.0,799,9658.119833
28.0,876,9659.222104
13.0,627,9660.007922
17.0,602,9660.765548
33.0,1077,9662.10903
13.0,570,9662.822577
11.0,550,9663.529366
35.0,1056,9664.838612
24.0,830,9665.867276
28.0,1082,9667.201802
28.0,866,9668.273383
46.0,1201,9669.760201
21.0,719,9670.651969
31.0,740,9671.573311
20.0,838,9672.621094
26.0,1199,9674.153806
22.0,789,9675.140705
39.0,1168,9676.606471
33.0,1351,9678.289844
19.0,751,9679.225966
42.0,1090,9680.58215
19.0,638,9681.382963
13.0,599,9682.133003
13.0,582,9682.854175
38.0,710,9683.760009
32.0,1082,9685.113818
24.0,737,9686.032207
17.0,626,9686.819838
17.0,792,9687.808106
31.0,841,9688.886376
22.0,829,9689.927606
13.0,541,9690.609854
23.0,858,9691.680411
29.0,975,9692.890403
16.0,734,9693.823596
25.0,795,9694.829583
38.0,1048,9696.142962
20.0,722,9697.052006
33.0,1016,9698.326566
41.0,1167,9699.793733
23.0,1303,9701.417157
25.0,884,9702.524796
14.0,748,9703.459378
34.0,1093,9704.850148
20.0,708,9705.738842
38.0,1544,9707.663389
42.0,938,9708.843767
53.0,1794,9711.097326
25.0,953,9712.295155
28.0,767,9713.256533
36.0,1046,9714.5929
18.0,548,9715.283272
11.0,499,9715.912543
37.0,1258,9717.485904
29.0,927,9718.64092
28.0,791,9719.636748
38.0,1011,9720.898347
16.0,797,9721.892959
27.0,901,9723.015207
37.0,784,9723.996789
55.0,1177,9725.477456
48.0,1486,9727.333303
17.0,685,9728.187699
40.0,1222,9729.710088
18.0,738,9730.630455
20.0,865,9731.705708
36.0,1223,9733.232197
31.0,996,9734.48043
40.0,855,9735.556919
39.0,1107,9736.936684
28.0,813,9737.958408
22.0,791,9738.946258
14.0,604,9739.701698
26.0,836,9740.755433
35.0,748,9741.693685
61.0,1353,9743.389052
39.0,1253,9744.97482
29.0,787,9745.948555
41.0,1047,9747.253837
23.0,848,9748.320461
20.0,753,9749.268149
40.0,1246,9750.841147
28.0,911,9751.985702
22.0,668,9752.829789
30.0,1202,9754.340474
44.0,1076,9755.697058
34.0,1049,9757.012343
20.0,645,9757.823899
41.0,1080,9759.172787
20.0,968,9760.388393
23.0,691,9761.257344
40.0,1110,9762.650785
13.0,472,9763.243845
49.0,1230,9764.77632
36.0,831,9765.845523
28.0,861,9766.930767
31.0,906,9768.07
46.0,1218,9769.599852
21.0,756,9770.556344
46.0,1188,9772.051012
35.0,1057,9773.377243
19.0,795,9774.374055
28.0,972,9775.617163
29.0,766,9776.582122
34.0,985,9777.812279
23.0,803,9778.820047
22.0,865,9779.909905
43.0,1176,9781.396989
32.0,689,9782.267924
27.0,933,9783.445258
23.0,972,9784.668921
12.0,598,9785.451905
16.0,639,9786.249037
19.0,775,9787.213289
30.0,1000,9788.465471
28.0,956,9789.66417
27.0,1786,9791.890046
34.0,964,9793.102665
43.0,1256,9794.662908
44.0,1186,9796.175488
22.0,786,9797.162704
35.0,785,9798.146063
35.0,1054,9799.461962
44.0,994,9800.722298
45.0,1200,9802.229366
41.0,1076,9803.572714
22.0,781,9804.549824
33.0,1173,9806.018183
15.0,540,9806.69564
33.0,936,9807.863426
18.0,654,9808.68422
22.0,783,9809.664419
35.0,997,9810.912184
47.0,1388,9812.642653
26.0,650,9813.451588
25.0,921,9814.601038
27.0,850,9815.666603
15.0,625,9816.462675
32.0,1132,9817.871585
17.0,653,9818.690903
33.0,931,9819.855854
27.0,687,9820.715611
39.0,1042,9822.027952
27.0,875,9823.131703
47.0,940,9824.314808
40.0,1135,9825.73661
16.0,677,9826.58865
40.0,965,9827.783335
16.0,692,9828.65364
22.0,820,9829.67659
24.0,929,9830.842326
28.0,1032,9832.138264
37.0,934,9833.303824
40.0,1060,9834.624324
34.0,985,9835.853641
55.0,938,9837.051887
27.0,821,9838.089021
16.0,543,9838.777123
21.0,780,9839.760425
51.0,1230,9841.308538
35.0,791,9842.308985
26.0,815,9843.334005
25.0,802,9844.341795
34.0,1396,9846.095018
31.0,967,9847.325454
50.0,1243,9848.859661
16.0,557,9849.549924
34.0,917,9850.680943
23.0,733,9851.593312
15.0,645,9852.393273
32.0,872,9853.470166
62.0,1315,9855.095003
28.0,855,9856.152086
21.0,682,9857.028549
46.0,1009,9858.288717
20.0,632,9859.082995
36.0,1062,9860.408774
29.0,866,9861.490678
36.0,1083,9862.840585
29.0,983,9864.068522
18.0,678,9864.904855
21.0,655,9865.713512
29.0,752,9866.643396
51.0,989,9867.889269
45.0,1114,9869.272226
23.0,951,9870.455441
20.0,570,9871.169517
21.0,705,9872.059314
12.0,535,9872.728541
18.0,648,9873.543948
37.0,957,9874.742045
20.0,855,9875.820656
33.0,837,9876.875245
19.0,794,9877.891369
27.0,731,9878.808095
42.0,1243,9880.351613
37.0,988,9881.575648
17.0,724,9882.481956
19.0,811,9883.509091
19.0,736,9884.435836
8.0,422,9884.968899
18.0,793,9885.967129
40.0,1068,9887.322952
29.0,869,9888.406696
39.0,1010,9889.671288
16.0,570,9890.391923
24.0,951,9891.590995
33.0,955,9892.798758
55.0,1193,9894.299638
22.0,767,9895.257676
48.0,1252,9896.826818
41.0,962,9898.054378
15.0,635,9898.847557
12.0,568,9899.557308
22.0,750,9900.492094
26.0,803,9901.492866
23.0,972,9902.712837
56.0,1500,9904.584664
22.0,732,9905.501041
30.0,855,9906.577938
28.0,866,9907.680422
52.0,1196,9909.176216
27.0,753,9910.130503
25.0,804,9911.147508
26.0,1187,9912.640807
61.0,1359,9914.339965
31.0,1010,9915.602484
18.0,935,9916.77754
30.0,1003,9918.054589
20.0,724,9918.96702
18.0,1183,9920.444888
23.0,657,9921.269839
55.0,1446,9923.078681
47.0,1128,9924.496373
30.0,1031,9925.787239
27.0,872,9926.882555
41.0,1025,9928.191623
51.0,1244,9929.755309
12.0,511,9930.40371
29.0,817,9931.440535
32.0,978,9932.664083
33.0,914,9933.812795
41.0,1099,9935.197921
57.0,1446,9937.02031
46.0,1102,9938.419494
22.0,785,9939.395421
16.0,711,9940.278615
29.0,876,9941.365177
28.0,817,9942.378625
28.0,1013,9943.652461
21.0,694,9944.525635
20.0,1016,9945.80699
60.0,1223,9947.350291
29.0,733,9948.280473
42.0,979,9949.523354
26.0,794,9950.515617
43.0,697,9951.378695
15.0,696,9952.254573
29.0,580,9952.980585
14.0,631,9953.781909
40.0,1066,9955.121148
21.0,679,9955.977278
38.0,1041,9957.285892
11.0,529,9957.951741
33.0,1165,9959.438895
27.0,1013,9960.705922
23.0,750,9961.644801
26.0,864,9962.719843
28.0,923,9963.872752
30.0,976,9965.097807
33.0,943,9966.279408
21.0,851,9967.352202
21.0,1113,9968.763102
34.0,979,9969.981747
50.0,1218,9971.502496
17.0,726,9972.413384
14.0,565,9973.12335
14.0,537,9973.794539
26.0,827,9974.821447
25.0,904,9975.940551
26.0,909,9977.079038
43.0,1096,9978.458493
14.0,627,9979.2697
34.0,1027,9980.567442
28.0,1039,9981.873748
15.0,618,9982.655809
26.0,876,9983.761419
16.0,625,9984.554759
16.0,658,9985.380939
56.0,1111,9986.775355
25.0,886,9987.888076
31.0,944,9989.095142
19.0,788,9990.075269
21.0,1052,9991.374152
24.0,763,9992.328797
35.0,1097,9993.706634
36.0,1761,9995.901758
38.0,957,9997.089402
30.0,1035,9998.388659
22.0,697,9999.280262
25.0,719,10000.183065
40.0,936,10001.353709
27.0,979,10002.577387
38.0,1116,10003.972883
23.0,852,10005.045581
15.0,565,10005.753421
24.0,1198,10007.24854
49.0,1265,10008.837314
26.0,738,10009.788267
23.0,840,10010.847217
17.0,714,10011.746735
26.0,742,10012.684248
17.0,763,10013.646773
32.0,1736,10015.824172
33.0,948,10017.005029
48.0,1119,10018.399434
35.0,984,10019.646243
17.0,729,10020.564476
37.0,967,10021.775171
35.0,941,10022.961811
36.0,1043,10024.276545
28.0,945,10025.480171
26.0,896,10026.603204
45.0,1148,10028.050035
27.0,842,10029.107675
26.0,833,10030.17497
35.0,1041,10031.484286
24.0,728,10032.402123
27.0,602,10033.160577
52.0,1506,10035.057759
14.0,601,10035.812401
24.0,805,10036.82967
38.0,835,10037.884979
16.0,664,10038.717236
41.0,1231,10040.28339
17.0,595,10041.034435
28.0,742,10041.970901
17.0,602,10042.732079
21.0,2495,10045.848239
36.0,1446,10047.664546
40.0,1030,10048.956664
23.0,698,10049.838606
30.0,1473,10051.697553
23.0,663,10052.528854
20.0,604,10053.280905
21.0,732,10054.196106
45.0,1481,10056.045389
27.0,803,10057.048612
32.0,1116,10058.437406
21.0,738,10059.361089
28.0,1086,10060.739992
31.0,868,10061.828039
24.0,823,10062.86116
16.0,597,10063.60469
27.0,797,10064.600824
42.0,1788,10066.831116
11.0,479,10067.430367
41.0,1408,10069.174624
37.0,1036,10070.4589
22.0,963,10071.674024
18.0,761,10072.625427
19.0,678,10073.47679
34.0,915,10074.626917
9.0,583,10075.3654
28.0,1038,10076.673619
28.0,762,10077.626024
29.0,982,10078.85187
26.0,694,10079.727723
12.0,576,10080.449013
30.0,1195,10081.955888
13.0,575,10082.673963
21.0,776,10083.646432
21.0,1214,10085.162982
38.0,998,10086.428013
29.0,943,10087.609007
24.0,730,10088.534469
33.0,1379,10090.265932
9.0,429,10090.81109
22.0,944,10092.013399
27.0,825,10093.046422
45.0,2075,10095.646055
41.0,1073,10097.003145
17.0,683,10097.865219
9.0,434,10098.408741
21.0,887,10099.511167
19.0,579,10100.231084
22.0,708,10101.121758
31.0,913,10102.266369
48.0,1061,10103.599081
21.0,901,10104.728657
37.0,1157,10106.185359
64.0,1571,10108.162594
41.0,1056,10109.486511
15.0,625,10110.275714
17.0,653,10111.099113
35.0,1017,10112.393405
41.0,1083,10113.747368
32.0,833,10114.789496
28.0,809,10115.805925
17.0,717,10116.714968
45.0,2685,10120.052896
41.0,1193,10121.554744
24.0,736,10122.485429
24.0,881,10123.59077
24.0,860,10124.663339
30.0,813,10125.691108
42.0,1176,10127.174559
32.0,1182,10128.657864
34.0,1018,10129.934701
21.0,866,10131.014872
16.0,587,10131.77948
16.0,779,10132.762388
20.0,763,10133.735933
29.0,817,10134.766232
32.0,941,10135.951133
19.0,1272,10137.553238
16.0,637,10138.349533
30.0,860,10139.427845
21.0,737,10140.348931
27.0,782,10141.333048
62.0,1314,10142.986446
18.0,773,10143.957459
27.0,935,10145.118309
24.0,713,10146.013625
30.0,1031,10147.29653
29.0,1414,10149.061983
19.0,646,10149.871337
51.0,1382,10151.6054
36.0,1137,10153.046303
21.0,705,10153.935894
47.0,1115,10155.326176
34.0,1135,10156.740054
16.0,711,10157.640618
33.0,852,10158.710625
12.0,529,10159.376577
46.0,1284,10160.985263
31.0,1045,10162.313377
23.0,786,10163.292719
23.0,790,10164.286666
24.0,744,10165.224721
29.0,921,10166.38247
27.0,933,10167.560916
28.0,871,10168.653809
10.0,475,10169.259788
21.0,876,10170.358863
26.0,861,10171.442269
19.0,829,10172.496899
37.0,1046,10173.810047
50.0,1840,10176.118809
15.0,631,10176.914423
47.0,1002,10178.171128
31.0,860,10179.250937
21.0,720,10180.155379
23.0,935,10181.336424
15.0,551,10182.030195
28.0,813,10183.075659
16.0,710,10183.965622
24.0,1045,10185.273346
17.0,1101,10186.651509
40.0,1093,10188.025643
19.0,620,10188.800848
27.0,774,10189.766741
33.0,930,10190.930693
16.0,658,10191.757488
26.0,745,10192.702177
18.0,646,10193.517606
23.0,764,10194.471113
21.0,647,10195.281498
25.0,861,10196.360945
30.0,879,10197.46052
33.0,922,10198.628767
27.0,915,10199.783147
59.0,2274,10202.634123
20.0,735,10203.576149
38.0,846,10204.632258
14.0,1480,10206.471115
24.0,754,10207.412996
19.0,712,10208.321862
44.0,1264,10209.887456
20.0,699,10210.765443
23.0,778,10211.744626
27.0,883,10212.846824
29.0,1116,10214.256989
23.0,1331,10215.914843
61.0,1281,10217.505613
9.0,616,10218.278433
36.0,1019,10219.54951
19.0,619,10220.314971
41.0,987,10221.548431
32.0,1242,10223.111963
18.0,758,10224.078773
22.0,808,10225.094076
41.0,1006,10226.353958
19.0,726,10227.265955
15.0,525,10227.922973
25.0,769,10228.899446
22.0,593,10229.642728
16.0,646,10230.449674
13.0,560,10231.155128
27.0,884,10232.255525
8.0,425,10232.793011
18.0,638,10233.618594
29.0,909,10234.739128
21.0,878,10235.824548
24.0,729,10236.722978
37.0,1019,10237.983035
18.0,733,10238.892626
21.0,593,10239.626279
20.0,677,10240.47443
20.0,629,10241.251544
30.0,1267,10242.810783
20.0,852,10243.893348
21.0,859,10244.966935
20.0,713,10245.858058
9.0,466,10246.438667
23.0,988,10247.675143
29.0,756,10248.622502
31.0,835,10249.684183
36.0,811,10250.70249
17.0,613,10251.487992
20.0,1104,10252.881232
21.0,625,10253.674841
24.0,937,10254.86479
24.0,749,10255.802198
20.0,875,10256.892856
41.0,1105,10258.274213
22.0,694,10259.145797
21.0,714,10260.048201
25.0,821,10261.079338
11.0,575,10261.800137
26.0,827,10262.837332
20.0,816,10263.865617
21.0,744,10264.825571
24.0,745,10265.76573
31.0,949,10266.957242
18.0,660,10267.791039
19.0,663,10268.624195
19.0,552,10269.324936
18.0,755,10270.275344
22.0,817,10271.301889
31.0,2306,10274.205162
18.0,774,10275.184286
14.0,669,10276.027115
17.0,711,10276.92232
32.0,934,10278.093055
21.0,416,10278.615158
21.0,734,10279.536143
36.0,1312,10281.178668
36.0,932,10282.34654
55.0,1935,10284.778449
18.0,652,10285.602452
36.0,1074,10286.957805
54.0,1456,10288.788751
31.0,852,10289.861084
29.0,741,10290.777657
14.0,572,10291.487947
30.0,792,10292.475004
38.0,1089,10293.835189
22.0,629,10294.646998
39.0,919,10295.7974
11.0,532,10296.468542
24.0,771,10297.439529
24.0,792,10298.427211
19.0,666,10299.262952
31.0,917,10300.415289
21.0,730,10301.327911
34.0,1017,10302.59955
31.0,961,10303.809464
27.0,892,10304.943657
24.0,859,10306.019234
14.0,498,10306.649547
