#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
31.0,982,10307.888464
30.0,960,10309.098159
35.0,1208,10310.620181
18.0,725,10311.530307
18.0,694,10312.39826
29.0,951,10313.597785
31.0,1325,10315.287857
9.0,445,10315.846481
40.0,1041,10317.156897
27.0,826,10318.198055
13.0,580,10318.931995
23.0,876,10320.040434
38.0,1023,10321.334748
20.0,696,10322.209419
37.0,1070,10323.547951
18.0,965,10324.754744
16.0,698,10325.662004
24.0,882,10326.774795
21.0,799,10327.780335
45.0,1994,10330.271451
20.0,700,10331.157389
13.0,609,10331.923721
14.0,564,10332.63101
39.0,2132,10335.315583
17.0,658,10336.151011
9.0,456,10336.728196
40.0,1298,10338.361253
35.0,992,10339.611227
41.0,1172,10341.096961
24.0,849,10342.168116
32.0,1158,10343.62146
25.0,765,10344.583556
37.0,991,10345.848588
26.0,885,10346.947717
14.0,590,10347.687874
30.0,911,10348.826075
33.0,952,10350.019089
36.0,872,10351.12336
28.0,915,10352.274457
30.0,786,10353.267157
30.0,1326,10354.93511
25.0,764,10355.923063
12.0,510,10356.567007
17.0,590,10357.31015
15.0,632,10358.128623
29.0,901,10359.257353
13.0,498,10359.880664
17.0,666,10360.723652
19.0,725,10361.627736
24.0,938,10362.795082
27.0,999,10364.03546
25.0,728,10364.937744
36.0,960,10366.167088
22.0,712,10367.0581
26.0,762,10368.011424
24.0,877,10369.109225
26.0,802,10370.12365
29.0,922,10371.28638
31.0,842,10372.340477
31.0,1014,10373.606007
10.0,523,10374.265012
25.0,1066,10375.589884
24.0,653,10376.419996
38.0,1126,10377.835971
17.0,699,10378.717856
27.0,868,10379.805946
22.0,795,10380.799049
27.0,791,10381.79392
37.0,1056,10383.114846
24.0,760,10384.070097
51.0,1275,10385.668926
28.0,878,10386.791805
30.0,893,10387.911163
26.0,1129,10389.323812
33.0,909,10390.460169
29.0,789,10391.456522
21.0,854,10392.532092
30.0,894,10393.654741
16.0,680,10394.507818
30.0,1017,10395.776495
49.0,1268,10397.381299
50.0,1168,10398.84023
29.0,1246,10400.400865
20.0,683,10401.257555
24.0,831,10402.298382
18.0,738,10403.22127
23.0,655,10404.043575
22.0,818,10405.06097
29.0,695,10405.939546
22.0,709,10406.839682
22.0,797,10407.84285
28.0,875,10408.940317
25.0,921,10410.103899
26.0,1127,10411.52186
29.0,834,10412.578342
18.0,672,10413.418771
29.0,641,10414.223138
10.0,481,10414.827724
27.0,832,10415.875582
24.0,733,10416.823541
24.0,4317,10422.191323
24.0,824,10423.22508
41.0,1119,10424.635372
37.0,1611,10426.658999
26.0,795,10427.681491
39.0,1036,10428.988189
35.0,868,10430.083543
16.0,593,10430.832763
36.0,1023,10432.128251
38.0,1053,10433.452188
53.0,1611,10435.471588
33.0,887,10436.587763
17.0,1231,10438.138743
36.0,1079,10439.492313
34.0,1028,10440.778435
29.0,863,10441.860016
19.0,719,10442.764033
25.0,816,10443.782477
48.0,1378,10445.514448
29.0,1440,10447.339494
28.0,897,10448.463912
23.0,795,10449.453441
26.0,723,10450.351747
30.0,947,10451.522546
12.0,596,10452.270118
28.0,781,10453.2548
24.0,834,10454.307886
35.0,846,10455.372396
30.0,867,10456.456281
33.0,766,10457.420707
14.0,477,10458.040453
33.0,1009,10459.283846
54.0,1475,10461.108109
23.0,969,10462.313225
13.0,1230,10463.853102
40.0,957,10465.054802
30.0,958,10466.259477
40.0,988,10467.509108
23.0,866,10468.615661
28.0,1232,10470.145331
19.0,824,10471.173384
52.0,1043,10472.475167
35.0,900,10473.618529
33.0,826,10474.657196
35.0,980,10475.893747
28.0,739,10476.825202
32.0,1258,10478.424172
18.0,747,10479.359377
30.0,949,10480.542027
35.0,893,10481.648243
21.0,987,10482.886164
17.0,1186,10484.373029
18.0,688,10485.238242
46.0,1169,10486.704195
24.0,829,10487.741314
48.0,1273,10489.343581
28.0,900,10490.463787
34.0,1030,10491.745999
22.0,628,10492.527469
59.0,1326,10494.182454
10.0,490,10494.799884
27.0,982,10496.031457
23.0,761,10496.983336
36.0,912,10498.130482
20.0,887,10499.263229
16.0,668,10500.105994
33.0,989,10501.353322
40.0,999,10502.611105
16.0,600,10503.373984
22.0,792,10504.375262
60.0,1751,10506.557114
35.0,924,10507.70741
19.0,718,10508.62294
22.0,806,10509.633465
21.0,886,10510.74752
49.0,1461,10512.581092
42.0,1106,10513.98253
39.0,962,10515.192805
50.0,1471,10517.02974
55.0,1216,10518.561732
27.0,838,10519.596317
57.0,1357,10521.268761
22.0,659,10522.084669
34.0,969,10523.280919
44.0,1082,10524.627384
33.0,1080,10525.959679
51.0,1724,10528.083968
36.0,940,10529.265764
19.0,655,10530.088066
18.0,689,10530.952984
27.0,969,10532.165833
24.0,784,10533.14795
23.0,760,10534.108503
47.0,1112,10535.515177
23.0,684,10536.374938
38.0,1013,10537.651733
24.0,894,10538.774326
43.0,1123,10540.192021
43.0,935,10541.357401
16.0,652,10542.175099
47.0,1037,10543.475592
27.0,791,10544.468971
19.0,535,10545.14257
11.0,469,10545.735468
20.0,686,10546.59743
33.0,809,10547.614103
43.0,1105,10549.001487
61.0,1371,10550.749736
53.0,1157,10552.205513
30.0,905,10553.34448
28.0,896,10554.471311
28.0,1014,10555.738658
35.0,1121,10557.15144
29.0,919,10558.309846
17.0,597,10559.066549
16.0,679,10559.933757
42.0,999,10561.19536
24.0,729,10562.11536
20.0,799,10563.122926
33.0,931,10564.312718
24.0,815,10565.335627
28.0,796,10566.329225
37.0,959,10567.529528
27.0,778,10568.50446
20.0,809,10569.542114
59.0,1327,10571.204724
41.0,987,10572.448115
23.0,776,10573.4223
32.0,914,10574.583308
33.0,1011,10575.858712
29.0,1067,10577.195031
41.0,845,10578.256363
34.0,927,10579.422927
27.0,803,10580.454423
73.0,1764,10582.656655
44.0,1037,10583.957263
18.0,655,10584.793476
39.0,1014,10586.057598
29.0,927,10587.223768
55.0,1194,10588.723079
26.0,652,10589.540104
26.0,831,10590.598958
39.0,1158,10592.047946
38.0,1013,10593.318347
42.0,842,10594.384055
20.0,903,10595.516951
26.0,808,10596.532137
25.0,778,10597.512729
34.0,916,10598.660843
36.0,1028,10599.957671
30.0,1008,10601.242798
26.0,812,10602.265492
33.0,918,10603.417694
40.0,1063,10604.746815
28.0,768,10605.715947
28.0,837,10606.764787
45.0,1204,10608.267688
31.0,744,10609.197976
54.0,1289,10610.825677
26.0,784,10611.810286
18.0,778,10612.792159
29.0,947,10613.982245
34.0,1119,10615.385204
44.0,1936,10617.797716
39.0,1117,10619.194044
30.0,916,10620.346897
28.0,957,10621.575775
8.0,427,10622.117885
32.0,936,10623.300463
26.0,1147,10624.742902
43.0,1350,10626.435799
27.0,734,10627.354633
35.0,1038,10628.659213
26.0,837,10629.708686
28.0,855,10630.788441
17.0,755,10631.737204
12.0,553,10632.433566
35.0,947,10633.626392
47.0,1171,10635.100265
38.0,934,10636.274782
36.0,1139,10637.693578
13.0,615,10638.465107
32.0,803,10639.470129
36.0,1066,10640.813558
21.0,740,10641.733179
36.0,1589,10643.7252
57.0,1378,10645.439263
40.0,766,10646.397452
55.0,1225,10647.928293
19.0,701,10648.805548
22.0,632,10649.594333
28.0,969,10650.805185
26.0,817,10651.846818
41.0,1129,10653.269514
24.0,1659,10655.344192
19.0,672,10656.191167
40.0,941,10657.370068
34.0,1177,10658.842227
24.0,695,10659.712589
41.0,1081,10661.07206
30.0,1100,10662.460273
37.0,1006,10663.709476
19.0,658,10664.527862
34.0,1171,10665.992146
25.0,926,10667.151479
59.0,1362,10668.863142
18.0,726,10669.76469
29.0,920,10670.914223
36.0,1124,10672.338531
49.0,1108,10673.729156
42.0,1083,10675.083093
31.0,1019,10676.363666
35.0,911,10677.505116
24.0,858,10678.579453
35.0,858,10679.653296
49.0,1115,10681.048986
43.0,1207,10682.586567
56.0,2090,10685.19633
20.0,745,10686.129259
49.0,1447,10687.948663
35.0,1054,10689.275233
18.0,663,10690.10959
36.0,1029,10691.406553
20.0,723,10692.329857
31.0,1007,10693.580973
25.0,660,10694.407694
28.0,817,10695.44059
24.0,806,10696.452142
21.0,801,10697.463422
28.0,956,10698.669579
33.0,1062,10700.004971
32.0,933,10701.167579
15.0,547,10701.879071
12.0,518,10702.533627
44.0,1050,10703.853324
54.0,1321,10705.51073
22.0,695,10706.38619
18.0,765,10707.355065
23.0,706,10708.245417
15.0,537,10708.920706
57.0,1372,10710.634503
42.0,1120,10712.063105
25.0,2239,10714.855241
25.0,768,10715.820373
40.0,842,10716.887184
38.0,1091,10718.258187
27.0,914,10719.408156
28.0,999,10720.655688
32.0,1038,10721.953778
40.0,1078,10723.320659
27.0,905,10724.448814
34.0,1120,10725.841494
39.0,1127,10727.260699
32.0,1153,10728.707702
37.0,927,10729.871495
39.0,946,10731.056954
17.0,489,10731.676557
14.0,659,10732.534744
27.0,830,10733.567488
46.0,1047,10734.8759
41.0,1061,10736.20186
21.0,862,10737.287337
22.0,481,10737.892148
24.0,816,10738.910924
41.0,1214,10740.43767
19.0,607,10741.203188
58.0,1702,10743.344396
21.0,716,10744.240067
30.0,886,10745.350401
48.0,1218,10746.870422
15.0,636,10747.674256
41.0,1109,10749.059025
19.0,657,10749.884119
35.0,1114,10751.271098
60.0,1335,10752.970638
13.0,410,10753.491099
12.0,517,10754.13681
48.0,1651,10756.190506
45.0,944,10757.377173
44.0,1241,10758.951305
46.0,1234,10760.519073
21.0,731,10761.43747
44.0,1197,10762.952957
37.0,905,10764.085738
54.0,873,10765.179766
32.0,780,10766.157606
40.0,1126,10767.56554
18.0,852,10768.63793
23.0,815,10769.66787
31.0,917,10770.825662
31.0,782,10771.810664
18.0,609,10772.579589
34.0,964,10773.818052
34.0,926,10774.984652
31.0,796,10775.987012
23.0,832,10777.021577
18.0,648,10777.835084
18.0,725,10778.741646
27.0,985,10779.962047
41.0,1754,10782.134059
35.0,650,10782.954691
25.0,771,10783.950668
37.0,939,10785.128058
25.0,735,10786.047878
41.0,1129,10787.451683
31.0,902,10788.57571
39.0,1447,10790.370418
25.0,728,10791.280511
37.0,1504,10793.157048
39.0,1223,10794.69294
36.0,917,10795.836795
32.0,860,10796.91264
25.0,872,10798.008156
22.0,656,10798.829704
27.0,1316,10800.45299
28.0,908,10801.587104
44.0,1295,10803.211351
17.0,742,10804.167895
22.0,1096,10805.539679
28.0,774,10806.513382
30.0,854,10807.584222
42.0,915,10808.737039
27.0,949,10809.92771
14.0,1144,10811.366384
27.0,847,10812.436621
31.0,718,10813.343796
10.0,489,10813.985348
37.0,943,10815.167383
44.0,1073,10816.52265
71.0,1513,10818.423937
25.0,868,10819.522033
28.0,1070,10820.869997
27.0,852,10821.944499
28.0,971,10823.166094
44.0,1192,10824.683865
34.0,969,10825.906947
34.0,1489,10827.772735
23.0,770,10828.744062
47.0,1194,10830.251522
22.0,429,10830.794343
32.0,948,10831.989778
41.0,1204,10833.505873
29.0,820,10834.568405
25.0,782,10835.55144
12.0,516,10836.205451
15.0,1272,10837.796466
30.0,924,10838.960458
16.0,584,10839.703284
13.0,608,10840.472846
25.0,888,10841.587044
18.0,671,10842.431404
28.0,1034,10843.728403
18.0,633,10844.539305
25.0,791,10845.52915
13.0,953,10846.717547
15.0,642,10847.522275
19.0,748,10848.461634
18.0,766,10849.422386
36.0,1006,10850.682523
25.0,927,10851.83788
50.0,1196,10853.33488
20.0,773,10854.304429
26.0,701,10855.192487
37.0,903,10856.327176
24.0,990,10857.571497
25.0,917,10858.721596
36.0,1075,10860.082628
15.0,693,10860.955364
25.0,901,10862.090547
14.0,610,10862.852913
38.0,972,10864.065809
25.0,837,10865.127264
27.0,761,10866.097224
35.0,961,10867.295824
33.0,937,10868.468285
26.0,808,10869.478849
42.0,1199,10870.977891
32.0,693,10871.845559
25.0,822,10872.872176
21.0,844,10873.925463
14.0,681,10874.778368
25.0,883,10875.91124
21.0,579,10876.645207
13.0,564,10877.354953
18.0,588,10878.086015
21.0,632,10878.872654
38.0,1746,10881.055668
28.0,759,10881.998137
15.0,670,10882.838856
17.0,791,10883.828534
21.0,714,10884.719252
23.0,847,10885.788698
36.0,893,10886.919465
35.0,1023,10888.207616
42.0,1288,10889.816864
22.0,760,10890.773726
30.0,859,10891.852469
41.0,1106,10893.237597
55.0,1133,10894.663469
38.0,1139,10896.101088
29.0,900,10897.2282
22.0,745,10898.159378
17.0,736,10899.073935
37.0,1158,10900.516618
60.0,1340,10902.187445
10.0,487,10902.798278
37.0,960,10903.995744
16.0,705,10904.879661
51.0,1291,10906.505159
23.0,740,10907.431306
40.0,1028,10908.720531
18.0,695,10909.59196
38.0,1113,10910.998443
34.0,1082,10912.347363
41.0,1068,10913.68751
32.0,949,10914.888604
27.0,817,10915.949803
56.0,1250,10917.519641
31.0,877,10918.625552
25.0,799,10919.632475
21.0,772,10920.603875
7.0,335,10921.03299
27.0,711,10921.931985
22.0,801,10922.942508
32.0,966,10924.156229
12.0,626,10924.945763
25.0,1140,10926.389761
39.0,1087,10927.749351
29.0,955,10928.944367
40.0,1228,10930.483988
26.0,948,10931.67603
30.0,896,10932.796957
27.0,749,10933.736994
24.0,801,10934.738982
32.0,1023,10936.027473
20.0,1461,10937.840087
26.0,691,10938.694557
22.0,1019,10939.951481
20.0,1370,10941.642697
26.0,784,10942.623314
14.0,607,10943.388094
30.0,824,10944.420521
21.0,668,10945.258301
24.0,728,10946.201594
22.0,727,10947.118437
19.0,662,10947.951936
17.0,633,10948.744557
42.0,1171,10950.206356
16.0,619,10950.984866
25.0,896,10952.102499
26.0,810,10953.116411
53.0,1303,10954.739122
30.0,813,10955.755585
19.0,803,10956.770166
35.0,1019,10958.050044
22.0,1520,10959.955307
14.0,580,10960.691551
33.0,944,10961.890036
11.0,484,10962.497066
25.0,744,10963.423484
32.0,653,10964.238617
27.0,825,10965.266858
41.0,1027,10966.56772
21.0,899,10967.694615
19.0,791,10968.688657
39.0,1114,10970.078478
23.0,492,10970.69643
28.0,781,10971.678264
22.0,651,10972.497252
22.0,894,10973.625942
53.0,1373,10975.349161
21.0,784,10976.336177
12.0,569,10977.06965
35.0,1067,10978.411958
26.0,774,10979.383575
44.0,1004,10980.647789
9.0,446,10981.217954
19.0,753,10982.178763
28.0,905,10983.312767
50.0,1004,10984.579942
30.0,1008,10985.850586
26.0,916,10987.02618
13.0,542,10987.720029
24.0,758,10988.673308
32.0,963,10989.88653
24.0,719,10990.791271
43.0,1247,10992.357286
24.0,767,10993.317345
20.0,713,10994.211988
35.0,985,10995.443842
29.0,848,10996.511793
30.0,799,10997.534475
35.0,1049,10998.845661
17.0,606,10999.606461
36.0,923,11000.758873
45.0,1197,11002.254423
22.0,912,11003.398053
19.0,767,11004.35848
31.0,750,11005.298512
31.0,1429,11007.084485
21.0,632,11007.899444
28.0,844,11008.94401
22.0,781,11009.907401
14.0,369,11010.365578
17.0,729,11011.272398
38.0,1099,11012.634972
22.0,749,11013.575161
39.0,966,11014.784252
57.0,1409,11016.544188
34.0,998,11017.82999
20.0,862,11018.906679
21.0,636,11019.700701
23.0,745,11020.638469
19.0,749,11021.575217
33.0,1104,11022.966107
26.0,723,11023.869675
34.0,992,11025.118942
37.0,800,11026.130038
16.0,697,11027.007724
34.0,913,11028.174011
34.0,931,11029.341785
26.0,760,11030.294342
36.0,1068,11031.617939
28.0,922,11032.773356
60.0,1446,11034.585894
35.0,769,11035.548561
36.0,971,11036.767996
19.0,1002,11038.035394
13.0,569,11038.74522
37.0,808,11039.760542
33.0,1110,11041.157151
28.0,771,11042.131293
37.0,1177,11043.6226
30.0,913,11044.765968
31.0,879,11045.867042
33.0,681,11046.725492
28.0,815,11047.757163
27.0,821,11048.800981
30.0,1084,11050.167635
24.0,615,11050.942673
21.0,1025,11052.232441
8.0,424,11052.771616
8.0,406,11053.285755
26.0,1418,11055.051304
12.0,534,11055.730918
19.0,652,11056.545965
31.0,1044,11057.86113
30.0,1037,11059.188917
29.0,1014,11060.468109
27.0,867,11061.560233
21.0,835,11062.613909
39.0,1054,11063.941355
37.0,1174,11065.406732
50.0,1216,11066.933627
15.0,677,11067.787056
46.0,1138,11069.21587
24.0,748,11070.147824
39.0,736,11071.072703
32.0,952,11072.269577
48.0,1311,11073.915863
26.0,837,11074.965667
43.0,1078,11076.324616
15.0,612,11077.096768
43.0,992,11078.351853
21.0,786,11079.35746
46.0,1160,11080.807801
48.0,1230,11082.344633
39.0,913,11083.486936
35.0,917,11084.636045
31.0,916,11085.791128
21.0,710,11086.683458
25.0,868,11087.770456
18.0,832,11088.842946
40.0,1103,11090.227643
40.0,1234,11091.777878
15.0,677,11092.62188
36.0,1604,11094.630777
45.0,2491,11097.731559
27.0,837,11098.778344
16.0,725,11099.729661
44.0,1061,11101.059731
15.0,658,11101.882103
18.0,687,11102.743362
56.0,1273,11104.332298
51.0,1122,11105.728261
20.0,813,11106.743976
28.0,1013,11108.005464
42.0,1048,11109.337943
46.0,1244,11110.893554
22.0,719,11111.790844
33.0,938,11112.961848
40.0,997,11114.215099
37.0,934,11115.386371
32.0,1005,11116.642486
21.0,781,11117.618128
52.0,1260,11119.190166
31.0,903,11120.327907
42.0,953,11121.518259
21.0,726,11122.425606
17.0,877,11123.520478
19.0,774,11124.496262
33.0,978,11125.715637
31.0,1019,11126.982308
39.0,1144,11128.410482
33.0,1084,11129.78843
18.0,729,11130.693077
28.0,828,11131.717969
31.0,868,11132.788753
40.0,1186,11134.271643
40.0,1430,11136.062029
19.0,782,11137.047076
32.0,883,11138.14626
28.0,1074,11139.486374
17.0,524,11140.168792
29.0,1168,11141.63823
56.0,2043,11144.197771
31.0,841,11145.26071
45.0,1013,11146.536576
38.0,865,11147.616853
33.0,1035,11148.908801
34.0,1104,11150.310853
38.0,1037,11151.614851
49.0,1126,11153.034617
30.0,894,11154.156135
25.0,848,11155.219892
28.0,675,11156.060013
55.0,1291,11157.651396
27.0,572,11158.36187
39.0,949,11159.538903
34.0,1035,11160.830167
20.0,788,11161.806147
16.0,554,11162.493813
47.0,1102,11163.858564
25.0,613,11164.619967
31.0,1019,11165.90374
27.0,744,11166.836977
27.0,780,11167.81905
14.0,624,11168.606255
25.0,760,11169.564997
29.0,912,11170.72893
54.0,1280,11172.31419
44.0,1261,11173.87286
57.0,1239,11175.407064
26.0,960,11176.60419
13.0,597,11177.3469
39.0,914,11178.479999
26.0,886,11179.589335
26.0,966,11180.828215
23.0,710,11181.713966
14.0,2738,11185.113197
42.0,1083,11186.474091
17.0,774,11187.44513
60.0,2112,11190.077248
16.0,567,11190.817753
35.0,1056,11192.151888
25.0,945,11193.335046
12.0,495,11193.9606
36.0,1072,11195.305195
19.0,561,11196.010833
25.0,858,11197.08725
40.0,1096,11198.465388
16.0,579,11199.196637
33.0,970,11200.420943
28.0,745,11201.377951
28.0,748,11202.315092
23.0,651,11203.133168
34.0,1010,11204.394686
34.0,1018,11205.679398
15.0,616,11206.453605
21.0,862,11207.530798
20.0,738,11208.4519
37.0,1055,11209.767589
23.0,886,11210.890392
40.0,1108,11212.2858
31.0,986,11213.516016
20.0,818,11214.539096
17.0,581,11215.264323
17.0,559,11215.962819
36.0,1003,11217.215595
37.0,1212,11218.726145
31.0,918,11219.868274
45.0,1231,11221.436285
36.0,805,11222.440918
16.0,810,11223.451985
35.0,1058,11224.77506
22.0,788,11225.757869
19.0,735,11226.686256
19.0,794,11227.679621
45.0,1198,11229.17829
21.0,584,11229.908758
37.0,970,11231.12131
18.0,719,11232.035695
24.0,777,11233.008527
30.0,778,11233.985722
31.0,1761,11236.168009
59.0,1221,11237.692096
25.0,830,11238.73333
46.0,1225,11240.26451
43.0,825,11241.297574
46.0,1120,11242.710389
30.0,822,11243.743775
31.0,807,11244.752216
20.0,702,11245.631367
43.0,997,11246.883363
21.0,2316,11249.766807
30.0,790,11250.760069
24.0,730,11251.704007
22.0,716,11252.609358
22.0,633,11253.41139
36.0,1097,11254.79222
38.0,1317,11256.449669
42.0,1523,11258.363491
37.0,1022,11259.649493
35.0,982,11260.890413
20.0,745,11261.839377
54.0,1279,11263.443502
34.0,864,11264.525171
33.0,1439,11266.322002
16.0,660,11267.153286
31.0,1269,11268.732944
26.0,832,11269.775176
58.0,1332,11271.434475
35.0,954,11272.62961
20.0,695,11273.490462
28.0,1073,11274.820762
28.0,777,11275.789162
19.0,733,11276.706371
64.0,1262,11278.300685
26.0,820,11279.332203
39.0,1120,11280.734717
39.0,924,11281.888585
45.0,911,11283.053379
40.0,1023,11284.319415
35.0,1224,11285.832743
29.0,809,11286.847892
46.0,1001,11288.114904
15.0,637,11288.921871
23.0,820,11289.953261
34.0,1127,11291.370059
29.0,846,11292.462552
37.0,963,11293.674388
21.0,787,11294.663106
22.0,843,11295.720903
35.0,927,11296.886946
37.0,1111,11298.289432
24.0,689,11299.150454
